werkorder_id,datum,tag,equipment_type,systeem,locatie,werkorder_type,prioriteit,faalmodus,beschrijving,responstijd_uur,reparatietijd_uur,stilstandtijd_uur,materiaalkosten_EUR,arbeidskosten_EUR,totaalkosten_EUR,terugkerend
WO-00097,2025-05-28,POM-108,pomp,mechanisch,Unit_200,correctief,hoog,lager defect,"Storing op POM-108 (pomp) in Unit_200. Symptoom: lager defect. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",11.4,11.1,6.2,430.0,690.0,1120.0,0
WO-00098,2024-11-06,POM-993,pomp,mechanisch,Unit_400,preventief,medium,cavitatie,"Alarming op DCS voor POM-993: cavitatie gedetecteerd. Elektrische metingen uitgevoerd: isolatie 375.2766460869412 MOhm, binnen spec.",23.1,1.8,0.5,112.0,140.0,252.0,0
WO-00099,2024-12-14,KLE-703,klep,instrumentatie,Utiliteiten,preventief,laag,actuator defect,Tijdens ronde geconstateerd: actuator defect bij KLE-703. Root cause analyse uitgevoerd: actuator defect. Preventieve maatregel ingevoerd.,29.9,4.8,1.4,111.0,366.0,478.0,0
WO-00100,2025-01-15,CEN-317,centrifuge,mechanisch,Unit_200,preventief,laag,lekkage,Melding ontvangen: centrifuge CEN-317 functioneert niet correct. Root cause analyse uitgevoerd: lekkage. Preventieve maatregel ingevoerd.,152.0,2.8,0.8,144.0,164.0,308.0,0
WO-00101,2024-10-17,DRU-464,druktransmitter,instrumentatie,Unit_300,correctief,medium,storing,"Operator meldt abnormaal geluid/trilling bij DRU-464 (druktransmitter). Elektrische metingen uitgevoerd: isolatie 130.15790752063234 MOhm, binnen spec.",1.5,10.6,10.2,141.0,546.0,687.0,0
WO-00102,2025-10-28,SEN-835,sensor,elektrisch,Unit_200,correctief,hoog,drift,"Storing op SEN-835 (sensor) in Unit_200. Symptoom: drift. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",3.7,1.5,2.1,208.0,115.0,323.0,0
WO-00103,2025-08-16,DRU-898,druktransmitter,instrumentatie,Utiliteiten,preventief,kritiek,defect,"Melding ontvangen: druktransmitter DRU-898 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",1.3,0.1,0.0,80.0,7.0,86.0,0
WO-00104,2024-10-12,KLE-262,klep,instrumentatie,Unit_400,correctief,hoog,actuator defect,"Melding ontvangen: klep KLE-262 functioneert niet correct. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",0.6,6.0,4.8,72.0,468.0,539.0,0
WO-00105,2025-08-01,TRA-914,transformator,elektrisch,Unit_200,inspectie,hoog,defect,Tijdens ronde geconstateerd: defect bij TRA-914. Root cause analyse uitgevoerd: defect. Preventieve maatregel ingevoerd.,6.5,0.8,0.2,123.0,51.0,175.0,0
WO-00106,2025-08-28,DRU-802,druktransmitter,instrumentatie,Unit_100,correctief,laag,slijtage,"Operator meldt abnormaal geluid/trilling bij DRU-802 (druktransmitter). Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",42.9,16.8,19.0,299.0,892.0,1190.0,1
WO-00107,2025-08-18,MOT-557,motor,elektrisch,Unit_100,preventief,medium,oververhitting,"Alarming op DCS voor MOT-557: oververhitting gedetecteerd. Vervangen door nieuw onderdeel, getest en vrijgegeven.",18.0,4.4,1.3,594.0,276.0,870.0,0
WO-00108,2025-09-02,LEI-977,leiding,piping,Unit_300,verbetering,medium,defect,Alarming op DCS voor LEI-977: defect gedetecteerd. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 16.97987511090626 bar.,17.9,5.2,1.6,305.0,319.0,623.0,0
WO-00109,2025-12-25,TRA-864,transformator,elektrisch,Unit_400,correctief,medium,veroudering,"Melding ontvangen: transformator TRA-864 functioneert niet correct. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",8.7,6.1,4.6,525.0,445.0,969.0,0
WO-00110,2025-03-07,TEM-575,temperatuursensor,instrumentatie,Unit_400,preventief,medium,defect,"Melding ontvangen: temperatuursensor TEM-575 functioneert niet correct. Elektrische metingen uitgevoerd: isolatie 315.488476397755 MOhm, binnen spec.",5.1,14.1,4.2,52.0,1104.0,1156.0,0
WO-00111,2024-08-14,POM-283,pomp,mechanisch,Unit_300,preventief,medium,afdichtingslek,"Storing op POM-283 (pomp) in Unit_300. Symptoom: afdichtingslek. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",7.6,5.3,1.6,134.0,315.0,449.0,0
WO-00112,2024-07-26,DRU-639,druktransmitter,instrumentatie,Unit_300,predictief,hoog,slijtage,"Storing op DRU-639 (druktransmitter) in Unit_300. Symptoom: slijtage. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",2.2,7.2,2.2,238.0,454.0,691.0,1
WO-00113,2024-03-25,SEN-924,sensor,elektrisch,Unit_400,correctief,hoog,breuk,Melding ontvangen: sensor SEN-924 functioneert niet correct. Root cause analyse uitgevoerd: breuk. Preventieve maatregel ingevoerd.,1.9,13.4,9.5,52.0,741.0,792.0,0
WO-00114,2024-12-31,SEN-483,sensor,elektrisch,Unit_100,correctief,laag,kortsluiting,Alarming op DCS voor SEN-483: kortsluiting gedetecteerd. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,17.8,4.0,5.7,262.0,268.0,531.0,0
WO-00115,2024-09-19,SCH-520,schakelaar,elektrisch,Unit_300,correctief,hoog,veroudering,"Melding ontvangen: schakelaar SCH-520 functioneert niet correct. Gekalibreerd volgens SOP-577, resultaten binnen spec.",2.9,3.5,3.2,319.0,256.0,575.0,0
WO-00116,2025-11-02,FRE-366,frequentieregelaar,elektrisch,Unit_200,preventief,hoog,slijtage,"Melding ontvangen: frequentieregelaar FRE-366 functioneert niet correct. Onderdeel besteld, verwachte levertijd 23 dagen. Bypass ingeschakeld.",1.0,0.6,0.2,235.0,36.0,272.0,0
WO-00117,2024-07-14,PLC-114,PLC,elektrisch,Unit_300,correctief,hoog,slijtage,Melding ontvangen: PLC PLC-114 functioneert niet correct. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,2.4,0.3,0.3,213.0,17.0,230.0,0
WO-00118,2024-04-15,FLE-834,flens,piping,Unit_300,correctief,kritiek,storing,"Operator meldt abnormaal geluid/trilling bij FLE-834 (flens). Elektrische metingen uitgevoerd: isolatie 253.5442227685941 MOhm, binnen spec.",0.2,14.3,10.5,199.0,929.0,1129.0,0
WO-00119,2024-02-10,FLE-608,flens,piping,Unit_100,inspectie,kritiek,storing,"Alarming op DCS voor FLE-608: storing gedetecteerd. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",4.8,0.8,0.2,218.0,43.0,261.0,1
WO-00120,2024-05-09,POM-929,pomp,mechanisch,Unit_400,preventief,laag,lager defect,"Storing op POM-929 (pomp) in Unit_400. Symptoom: lager defect. Gekalibreerd volgens SOP-669, resultaten binnen spec.",13.5,0.9,0.3,427.0,65.0,491.0,0
WO-00121,2024-08-29,VEN-139,ventilator,mechanisch,Unit_200,predictief,kritiek,defect,"Operator meldt abnormaal geluid/trilling bij VEN-139 (ventilator). Gekalibreerd volgens SOP-308, resultaten binnen spec.",0.1,12.1,3.6,299.0,903.0,1202.0,0
WO-00122,2024-08-23,TRA-613,transportband,mechanisch,Unit_400,verbetering,medium,veroudering,Storing op TRA-613 (transportband) in Unit_400. Symptoom: veroudering. Root cause analyse uitgevoerd: veroudering. Preventieve maatregel ingevoerd.,7.7,11.8,3.5,174.0,914.0,1088.0,0
WO-00123,2025-01-09,ROE-987,roerder,mechanisch,Unit_300,predictief,medium,defect,"Operator meldt abnormaal geluid/trilling bij ROE-987 (roerder). Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",6.9,4.4,1.3,143.0,269.0,412.0,0
WO-00124,2024-10-31,NIV-683,niveaumeter,instrumentatie,Utiliteiten,correctief,medium,veroudering,"Melding ontvangen: niveaumeter NIV-683 functioneert niet correct. Vervangen door nieuw onderdeel, getest en vrijgegeven.",2.7,1.8,1.2,146.0,122.0,269.0,0
WO-00125,2024-07-11,VEN-777,ventilator,mechanisch,Unit_100,correctief,medium,lekkage,"Operator meldt abnormaal geluid/trilling bij VEN-777 (ventilator). Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",3.9,4.6,3.0,106.0,273.0,379.0,0
WO-00126,2025-01-30,TRA-458,transformator,elektrisch,Unit_400,preventief,medium,veroudering,"Tijdens ronde geconstateerd: veroudering bij TRA-458. Gekalibreerd volgens SOP-236, resultaten binnen spec.",4.5,7.7,2.3,344.0,465.0,809.0,1
WO-00127,2024-07-29,COM-407,compressor,mechanisch,Utiliteiten,preventief,medium,klep defect,Alarming op DCS voor COM-407: klep defect gedetecteerd. Root cause analyse uitgevoerd: klep defect. Preventieve maatregel ingevoerd.,1.8,4.4,1.3,497.0,259.0,756.0,0
WO-00128,2024-09-24,COM-381,compressor,mechanisch,Unit_300,correctief,kritiek,surge,Storing op COM-381 (compressor) in Unit_300. Symptoom: surge. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 16.84715169938776 bar.,0.2,7.2,9.0,150.0,539.0,689.0,0
WO-00129,2025-03-30,POM-759,pomp,mechanisch,Unit_100,predictief,medium,impeller slijtage,Storing op POM-759 (pomp) in Unit_100. Symptoom: impeller slijtage. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,42.2,1.5,0.4,415.0,102.0,518.0,1
WO-00130,2024-08-11,FLE-623,flens,piping,Unit_100,predictief,hoog,defect,"Operator meldt abnormaal geluid/trilling bij FLE-623 (flens). Elektrische metingen uitgevoerd: isolatie 124.14095881887859 MOhm, binnen spec.",1.2,5.7,1.7,287.0,286.0,573.0,0
WO-00131,2025-09-10,TRA-199,transformator,elektrisch,Unit_200,preventief,hoog,storing,"Alarming op DCS voor TRA-199: storing gedetecteerd. Elektrische metingen uitgevoerd: isolatie 181.41299031851878 MOhm, binnen spec.",3.2,1.1,0.3,802.0,67.0,869.0,0
WO-00132,2025-11-08,TEM-868,temperatuursensor,instrumentatie,Unit_200,correctief,laag,storing,"Tijdens ronde geconstateerd: storing bij TEM-868. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",15.0,10.4,5.5,194.0,567.0,761.0,0
WO-00133,2024-10-24,FLO-354,flowmeter,instrumentatie,Unit_300,preventief,laag,veroudering,"Tijdens ronde geconstateerd: veroudering bij FLO-354. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",97.4,1.5,0.5,270.0,82.0,352.0,0
WO-00134,2024-08-27,POM-888,pomp,mechanisch,Unit_300,correctief,laag,cavitatie,"Tijdens ronde geconstateerd: cavitatie bij POM-888. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",72.2,1.9,2.7,214.0,111.0,326.0,0
WO-00135,2024-03-06,SEN-499,sensor,elektrisch,Unit_400,correctief,medium,kalibratie fout,"Alarming op DCS voor SEN-499: kalibratie fout gedetecteerd. Elektrische metingen uitgevoerd: isolatie 341.90167162984847 MOhm, binnen spec.",4.9,2.5,1.7,316.0,143.0,460.0,0
WO-00136,2024-02-12,MOT-224,motor,elektrisch,Utiliteiten,verbetering,medium,onbalans,"Storing op MOT-224 (motor) in Utiliteiten. Symptoom: onbalans. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",27.7,14.2,4.2,390.0,1005.0,1395.0,0
WO-00137,2025-05-25,TRA-809,transformator,elektrisch,Utiliteiten,correctief,medium,veroudering,"Melding ontvangen: transformator TRA-809 functioneert niet correct. Onderdeel besteld, verwachte levertijd 11 dagen. Bypass ingeschakeld.",14.7,4.5,5.5,168.0,291.0,459.0,1
WO-00138,2025-04-27,PLC-480,PLC,elektrisch,Unit_400,correctief,laag,lekkage,"Melding ontvangen: PLC PLC-480 functioneert niet correct. Elektrische metingen uitgevoerd: isolatie 186.40973244229428 MOhm, binnen spec.",13.7,10.8,13.1,254.0,626.0,880.0,0
WO-00139,2025-04-23,MOT-322,motor,elektrisch,Unit_200,inspectie,medium,oververhitting,"Melding ontvangen: motor MOT-322 functioneert niet correct. Onderdeel besteld, verwachte levertijd 8 dagen. Bypass ingeschakeld.",30.6,1.7,0.5,193.0,94.0,287.0,0
WO-00140,2025-05-04,MOT-638,motor,elektrisch,Unit_300,inspectie,laag,lager defect,Operator meldt abnormaal geluid/trilling bij MOT-638 (motor). Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 39.13008171896145 bar.,26.3,1.1,0.3,375.0,88.0,463.0,0
WO-00141,2025-10-12,FLE-107,flens,piping,Unit_100,correctief,hoog,slijtage,"Melding ontvangen: flens FLE-107 functioneert niet correct. Onderdeel besteld, verwachte levertijd 11 dagen. Bypass ingeschakeld.",5.6,5.7,3.3,245.0,425.0,669.0,1
WO-00142,2024-07-11,POM-255,pomp,mechanisch,Utiliteiten,preventief,laag,impeller slijtage,"Melding ontvangen: pomp POM-255 functioneert niet correct. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",19.5,5.0,1.5,553.0,301.0,854.0,0
WO-00143,2025-01-13,TRA-984,transportband,mechanisch,Unit_100,inspectie,medium,defect,"Storing op TRA-984 (transportband) in Unit_100. Symptoom: defect. Vervangen door nieuw onderdeel, getest en vrijgegeven.",2.5,2.8,0.8,126.0,170.0,296.0,1
WO-00144,2025-04-10,COM-318,compressor,mechanisch,Unit_400,correctief,medium,olie lek,"Operator meldt abnormaal geluid/trilling bij COM-318 (compressor). Schoongemaakt en geinspecteerd, geen verdere actie nodig.",7.6,2.4,2.3,221.0,143.0,364.0,0
WO-00145,2025-07-17,PLC-227,PLC,elektrisch,Unit_100,predictief,medium,slijtage,"Storing op PLC-227 (PLC) in Unit_100. Symptoom: slijtage. Elektrische metingen uitgevoerd: isolatie 386.76703743590053 MOhm, binnen spec.",0.3,5.7,1.7,339.0,336.0,675.0,0
WO-00146,2025-08-28,EXP-157,expansievat,piping,Unit_100,correctief,medium,lekkage,Alarming op DCS voor EXP-157: lekkage gedetecteerd. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 8.933715453164936 bar.,4.3,8.8,11.9,124.0,471.0,596.0,0
WO-00147,2024-10-25,SCH-757,schakelaar,elektrisch,Unit_200,predictief,medium,lekkage,Storing op SCH-757 (schakelaar) in Unit_200. Symptoom: lekkage. Root cause analyse uitgevoerd: lekkage. Preventieve maatregel ingevoerd.,13.8,0.3,0.1,215.0,24.0,240.0,1
WO-00148,2024-11-21,APP-263,appendage,piping,Unit_300,correctief,medium,storing,"Alarming op DCS voor APP-263: storing gedetecteerd. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",7.3,1.6,1.6,122.0,119.0,241.0,0
WO-00149,2024-02-23,PLC-435,PLC,elektrisch,Unit_300,correctief,kritiek,slijtage,"Storing op PLC-435 (PLC) in Unit_300. Symptoom: slijtage. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",0.1,8.2,4.4,718.0,616.0,1334.0,0
WO-00150,2025-04-19,VEN-154,ventilator,mechanisch,Unit_300,preventief,hoog,veroudering,Tijdens ronde geconstateerd: veroudering bij VEN-154. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 20.178120802645495 bar.,6.6,1.5,0.4,64.0,89.0,153.0,0
WO-00151,2024-05-10,TRA-196,transformator,elektrisch,Unit_100,correctief,laag,slijtage,"Alarming op DCS voor TRA-196: slijtage gedetecteerd. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",12.7,4.6,6.1,237.0,367.0,604.0,0
WO-00152,2024-04-07,NIV-489,niveaumeter,instrumentatie,Unit_400,verbetering,kritiek,slijtage,"Operator meldt abnormaal geluid/trilling bij NIV-489 (niveaumeter). Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",0.2,3.7,1.1,634.0,266.0,900.0,1
WO-00153,2025-02-25,ROE-821,roerder,mechanisch,Unit_300,correctief,medium,veroudering,"Operator meldt abnormaal geluid/trilling bij ROE-821 (roerder). Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",1.1,0.5,0.5,228.0,35.0,263.0,0
WO-00154,2024-08-31,SEN-516,sensor,elektrisch,Unit_100,correctief,hoog,bevriezing,"Storing op SEN-516 (sensor) in Unit_100. Symptoom: bevriezing. Onderdeel besteld, verwachte levertijd 26 dagen. Bypass ingeschakeld.",4.0,1.4,0.8,244.0,108.0,353.0,1
WO-00155,2024-11-26,ANA-763,analyzer,instrumentatie,Unit_100,verbetering,laag,slijtage,"Tijdens ronde geconstateerd: slijtage bij ANA-763. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",22.4,10.4,3.1,143.0,749.0,892.0,0
WO-00156,2024-08-31,FIL-930,filter,piping,Unit_100,preventief,kritiek,defect,"Tijdens ronde geconstateerd: defect bij FIL-930. Elektrische metingen uitgevoerd: isolatie 483.67545457877 MOhm, binnen spec.",0.1,1.4,0.4,722.0,101.0,822.0,0
WO-00157,2025-03-04,FRE-173,frequentieregelaar,elektrisch,Unit_400,verbetering,hoog,lekkage,"Melding ontvangen: frequentieregelaar FRE-173 functioneert niet correct. Vervangen door nieuw onderdeel, getest en vrijgegeven.",6.1,6.9,2.1,445.0,434.0,879.0,0
WO-00158,2025-01-03,TRA-175,transportband,mechanisch,Unit_300,correctief,kritiek,lekkage,Alarming op DCS voor TRA-175: lekkage gedetecteerd. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 15.383157901031863 bar.,0.3,2.7,2.3,74.0,176.0,251.0,0
WO-00159,2025-07-24,TRA-393,transformator,elektrisch,Unit_400,inspectie,medium,defect,"Tijdens ronde geconstateerd: defect bij TRA-393. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",12.3,0.6,0.2,147.0,49.0,197.0,0
WO-00160,2025-09-07,SEN-971,sensor,elektrisch,Unit_400,inspectie,medium,bevriezing,"Alarming op DCS voor SEN-971: bevriezing gedetecteerd. Onderdeel besteld, verwachte levertijd 6 dagen. Bypass ingeschakeld.",0.5,0.3,0.1,92.0,22.0,114.0,0
WO-00161,2024-10-31,CEN-533,centrifuge,mechanisch,Unit_200,inspectie,hoog,slijtage,"Melding ontvangen: centrifuge CEN-533 functioneert niet correct. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",0.9,1.9,0.6,65.0,148.0,214.0,1
WO-00162,2025-08-11,ANA-620,analyzer,instrumentatie,Utiliteiten,correctief,medium,storing,Melding ontvangen: analyzer ANA-620 functioneert niet correct. Root cause analyse uitgevoerd: storing. Preventieve maatregel ingevoerd.,6.3,0.5,0.2,143.0,34.0,177.0,1
WO-00163,2024-02-23,FLO-149,flowmeter,instrumentatie,Unit_100,correctief,medium,slijtage,"Melding ontvangen: flowmeter FLO-149 functioneert niet correct. Elektrische metingen uitgevoerd: isolatie 355.226802803746 MOhm, binnen spec.",27.3,10.6,7.4,72.0,718.0,790.0,0
WO-00164,2025-02-01,TEM-535,temperatuursensor,instrumentatie,Unit_100,correctief,medium,storing,Melding ontvangen: temperatuursensor TEM-535 functioneert niet correct. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 14.291718545094625 bar.,9.2,18.3,11.3,507.0,1015.0,1521.0,0
WO-00165,2025-01-08,PAK-642,pakking,piping,Unit_300,preventief,medium,storing,"Storing op PAK-642 (pakking) in Unit_300. Symptoom: storing. Schoongemaakt en geinspecteerd, geen verdere actie nodig.",2.6,1.5,0.5,186.0,118.0,304.0,0
WO-00166,2024-12-24,COM-862,compressor,mechanisch,Unit_200,predictief,medium,lager defect,"Tijdens ronde geconstateerd: lager defect bij COM-862. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",15.3,1.9,0.6,111.0,142.0,253.0,0
WO-00167,2025-01-08,NIV-369,niveaumeter,instrumentatie,Unit_300,inspectie,hoog,veroudering,"Storing op NIV-369 (niveaumeter) in Unit_300. Symptoom: veroudering. Onderdeel besteld, verwachte levertijd 22 dagen. Bypass ingeschakeld.",12.5,0.5,0.1,331.0,35.0,366.0,0
WO-00168,2024-06-24,FRE-849,frequentieregelaar,elektrisch,Utiliteiten,preventief,kritiek,veroudering,Melding ontvangen: frequentieregelaar FRE-849 functioneert niet correct. Lekkage afgedicht met nieuwe pakking. Leidingtest uitgevoerd bij 34.2338225799495 bar.,1.7,7.0,2.1,101.0,432.0,534.0,0
WO-00169,2025-02-24,SEN-489,sensor,elektrisch,Unit_200,predictief,hoog,kortsluiting,"Tijdens ronde geconstateerd: kortsluiting bij SEN-489. Onderdeel besteld, verwachte levertijd 23 dagen. Bypass ingeschakeld.",1.7,3.9,1.2,126.0,217.0,343.0,0
WO-00170,2024-04-08,POM-293,pomp,mechanisch,Unit_400,inspectie,hoog,lager defect,"Operator meldt abnormaal geluid/trilling bij POM-293 (pomp). Gekalibreerd volgens SOP-682, resultaten binnen spec.",0.5,3.1,0.9,172.0,176.0,348.0,1
WO-00171,2025-03-19,POM-773,pomp,mechanisch,Utiliteiten,preventief,hoog,lager defect,"Operator meldt abnormaal geluid/trilling bij POM-773 (pomp). Onderdeel besteld, verwachte levertijd 22 dagen. Bypass ingeschakeld.",3.5,1.0,0.3,213.0,72.0,285.0,0
WO-00172,2024-10-30,ANA-337,analyzer,instrumentatie,Unit_400,preventief,medium,slijtage,"Tijdens ronde geconstateerd: slijtage bij ANA-337. Tijdelijke reparatie uitgevoerd, definitieve reparatie gepland voor volgende stop.",45.3,1.9,0.6,95.0,108.0,203.0,1
WO-00173,2025-08-29,CEN-521,centrifuge,mechanisch,Unit_400,correctief,medium,defect,Storing op CEN-521 (centrifuge) in Unit_400. Symptoom: defect. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,15.4,10.2,9.3,60.0,768.0,828.0,0
WO-00174,2024-07-04,POM-359,pomp,mechanisch,Unit_300,verbetering,kritiek,cavitatie,Melding ontvangen: pomp POM-359 functioneert niet correct. Root cause analyse uitgevoerd: cavitatie. Preventieve maatregel ingevoerd.,0.2,0.4,0.1,554.0,25.0,578.0,0
WO-00175,2025-06-02,TRA-266,transportband,mechanisch,Unit_300,predictief,hoog,defect,"Operator meldt abnormaal geluid/trilling bij TRA-266 (transportband). Gekalibreerd volgens SOP-135, resultaten binnen spec.",5.8,13.4,4.0,151.0,777.0,928.0,0
WO-00176,2024-04-19,VEN-658,ventilator,mechanisch,Unit_400,correctief,hoog,slijtage,"Tijdens ronde geconstateerd: slijtage bij VEN-658. Gerepareerd ter plaatse, lager vervangen en uitgelijnd.",0.2,0.6,0.8,559.0,44.0,603.0,0
WO-00177,2025-03-30,SEN-323,sensor,elektrisch,Unit_100,correctief,laag,breuk,Tijdens ronde geconstateerd: breuk bij SEN-323. Storingsanalyse met trilingsmetingen uitgevoerd. Aanbeveling: vervangen bij volgende stop.,26.4,0.7,1.0,382.0,34.0,416.0,0
